name;ctrip_code;timezone;offsetUtc
沃罗涅什;VOZ;Europe/Moscow;10800
阿纳帕;AAQ;Europe/Moscow;10800
秋田;AXT;Asia/Tokyo;32400
克罗托内;CRV;Europe/Rome;3600
克利夫;CVC;Australia/Perth;28800
耶城;XYE;Asia/Rangoon;23400
阿伦克尔;ALT;America/Santarem;-10800
马塔兰;AMI;Asia/Makassar;28800
科斯雷;KSA;Pacific/Kosrae;39600
阿特卡;AKB;America/Adak;-36000
恩波里亚;EMP;America/Chicago;-21600
格林伍德;YZX;America/New_York;-18000
楠普拉;APL;Africa/Maputo;7200
马特鲁港;MUH;Africa/Cairo;7200
沃特敦;ART;America/New_York;-18000
马雷;MYP;Africa/Tunis;3600
姆米亚斯;MUM;Africa/Nairobi;10800
珀勒特普尔;BHR;Asia/Kathmandu;20700
埃斯基尔斯图纳;EKT;Europe/Stockholm;3600
明纳;MXJ;Africa/Lagos;3600
斯瓦科普蒙德;SWP;Africa/Windhoek;3600
克兰布鲁克;YXC;America/Edmonton;-25200
关丹;KUA;Asia/Kuala_Lumpur;28800
伊莫;EMO;Pacific/Port_Moresby;36000
巴拉莱;BAS;Pacific/Guadalcanal;39600
波蒂奇拉普大草原;YPG;America/Halifax;-14400
科恩岛;RNI;America/Managua;-21600
莫塔拉瓦;MTV;Pacific/Efate;39600
弗拉格斯塔夫;FLG;America/Phoenix;-25200
塞尔;SXE;Australia/Brisbane;36000
因尼斯费尔;IFL;Australia/Darwin;34200
福隆;VSO;Asia/Ho_Chi_Minh;25200
罗克汉普顿;ROK;Australia/Brisbane;36000
南吉纳;NKN;Pacific/Port_Moresby;36000
难府;NNT;Asia/Bangkok;25200
达赫拉;VIL;Africa/Casablanca;0
博伊西;BOI;America/Boise;-25200
莫约;OYG;Africa/Kampala;10800
多拉杜;DOU;America/Sao_Paulo;-10800
法亚;FYT;Africa/Ndjamena;3600
圣马科斯;SRS;America/Bogota;-18000
曼扎;MJA;Indian/Antananarivo;10800
拉普拉塔;LPG;America/Argentina/Buenos_Aires;-10800
蒂华纳;TIJ;America/Tijuana;-28800
长岛;LSJ;Pacific/Port_Moresby;36000
尼琴考沃;NKV;America/Chicago;-21600
浦那;PNQ;Asia/Kolkata;19800
哈迪港;YZT;America/Vancouver;-28800
洛斯安赫莱斯;LSQ;America/Santiago;-14400
加斯佩;YGP;America/Montreal;-18000
巴隆;BGL;Asia/Kashgar;21600
博帕尔;BHO;Asia/Kolkata;19800
滑铁卢;ALO;America/Chicago;-21600
穆扎法拉巴德;MFG;Asia/Karachi;18000
巴雷拉斯;BRA;America/Bahia;-10800
阿巴坎;ABA;Asia/Krasnoyarsk;25200
吕勒奥;LLA;Europe/Stockholm;3600
索拉;SLH;Pacific/Efate;39600
班伯里;BUY;Australia/Perth;28800
耶洛奈夫;YZF;America/Yellowknife;-25200
斯旺希尔;SWH;Australia/Melbourne;36000
西基里;GII;Africa/Conakry;0
博韦;BVA;Europe/Paris;3600
乔治皇子;YXS;America/Vancouver;-28800
莫安达;MFF;Africa/Libreville;3600
罗尔帕;RPA;Asia/Kathmandu;20700
梅特兰;MTL;Australia/Sydney;36000
努克;GOH;America/Godthab;-10800
库埃;CUY;Australia/Darwin;34200
米凯利;MIK;Europe/Helsinki;7200
纳纽基;NYK;Africa/Nairobi;10800
阿卡里瓜;AGV;America/Caracas;-14400
库尔纳;KHL;Asia/Dhaka;21600
内华达;NVD;America/Los_Angeles;-28800
马塞特;ZMT;America/Vancouver;-28800
扬斯顿;YNG;America/New_York;-18000
陶格夫皮尔斯;DGP;Europe/Riga;7200
清水;SMZ;America/Paramaribo;-10800
特里凡得琅;TRV;Asia/Kolkata;19800
阿尔利;ARL;Africa/Ouagadougou;0
伊普斯威奇;IPW;Europe/London;0
贝鲁;BEZ;Pacific/Tarawa;43200
卡南加;KGA;Africa/Brazzaville;3600
格拉夫顿;GFN;Australia/Darwin;34200
达希纳;DAH;Asia/Aden;10800
坎佩切;CPE;America/Merida;-21600
基律纳;KRN;Europe/Stockholm;3600
马拉蒂亚;MLX;Europe/Istanbul;7200
罗克塞斯城;RXS;Asia/Manila;28800
邦巴多克;GBK;Africa/Casablanca;0
科英布拉;CBP;Europe/Lisbon;0
曼海姆;MHG;Europe/Berlin;3600
温莎;YQG;America/Toronto;-18000
华富里;KKM;Asia/Bangkok;25200
安圭拉岛;AXA;America/Anguilla;-14400
贝卢;BMD;Indian/Antananarivo;10800
阿塔克;AXK;Asia/Aden;10800
特鲁希略;TRU;America/Lima;-18000
神河;ZGI;America/Winnipeg;-21600
布莱克沃特;BLT;Australia/Brisbane;36000
旭川;AKJ;Asia/Tokyo;32400
金贾;JIN;Africa/Kampala;10800
拉里奥哈;IRJ;America/Argentina/La_Rioja;-10800
约帕尔;EYP;America/Bogota;-18000
布洛洛;BUL;Pacific/Port_Moresby;36000
马斯巴特;MBT;Asia/Manila;28800
基赞;GIZ;Asia/Riyadh;10800
埃拉泽;EZS;Europe/Istanbul;7200
马哈奇卡拉;MCX;Europe/Moscow;10800
马塔姆;MAX;Africa/Dakar;0
伊维萨;IBZ;Europe/Madrid;3600
特尔古穆列什;TGM;Europe/Bucharest;7200
纽黑文;HVN;America/New_York;-18000
蒙托;MNQ;Australia/Brisbane;36000
卡瓦拉;KVA;Europe/Athens;7200
巴库马;BMF;Africa/Bangui;3600
博卡斯德尔托罗;BOC;America/Panama;-18000
古尔本;GUL;Australia/Sydney;36000
库安巴;FXO;Africa/Maputo;7200
墨西拿;MEZ;Africa/Johannesburg;7200
约恩苏;JOE;Europe/Helsinki;7200
约阿尼纳;IOA;Europe/Athens;7200
玛丽港;MHQ;Europe/Mariehamn;7200
埃里加伏;ERA;Africa/Mogadishu;10800
伯克顿;BUC;Australia/Brisbane;36000
布雷斯特;BQT;Europe/Minsk;10800
库拉穆图;KOU;Africa/Libreville;3600
曼戈切;MAI;Africa/Blantyre;7200
拉贾芒得里;RJA;Asia/Kolkata;19800
塞勒姆;SLE;America/Los_Angeles;-28800
鲁滕;RTG;Asia/Makassar;28800
班茨;BNZ;Pacific/Port_Moresby;36000
布鲁克斯朗吉;RBH;America/New_York;-18000
布林迪西;BDS;Europe/Rome;3600
本吉纳;BJK;Asia/Jayapura;32400
阿勒;AJI;Europe/Istanbul;7200
塞布哈;SEB;Africa/Tripoli;7200
比沙;BHH;Asia/Riyadh;10800
洛雷托;LTO;America/Mexico_City;-21600
夏延河;CYS;America/Chicago;-21600
沙尔勒鲁瓦;CRL;Europe/Brussels;3600
盖恩达;GAH;Australia/Darwin;34200
土格加劳;TUG;Asia/Manila;28800
瓜索帕;GAZ;Pacific/Port_Moresby;36000
巴科洛德;BCD;Asia/Manila;28800
斯托克顿;SCK;America/Los_Angeles;-28800
索罗提;SRT;Africa/Kampala;10800
鲁塞里斯;RSS;Africa/Khartoum;10800
艾因亚哈夫;EIY;Asia/Jerusalem;7200
巴米扬;BIN;Asia/Kabul;16200
辛代尔;CNL;Europe/Copenhagen;3600
埃斯比约;EBJ;Europe/Copenhagen;3600
彭德尔顿;PDT;America/Los_Angeles;-28800
拉科塔;LKT;Africa/Abidjan;0
基特维;KIW;Africa/Lusaka;7200
巴里奥斯港;PBR;America/Guatemala;-21600
那空帕农;KOP;Asia/Bangkok;25200
圣佩德罗;SPY;Africa/Abidjan;0
彭蒂科顿;YYF;America/Regina;-21600
博科罗;BKR;Africa/Ndjamena;3600
维斯特切斯特郡;HPN;America/New_York;-18000
阿马哈伊;AHI;Asia/Jayapura;32400
瓦德;ELU;Africa/Algiers;3600
冷湖;YOD;America/Edmonton;-25200
奇琴伊查;CZA;America/Mexico_City;-21600
内干博;GBF;Pacific/Port_Moresby;36000
基尔肯尼;KKY;Europe/Dublin;0
木浦;MWX;America/Nassau;-18000
雅浦群岛;YAP;Pacific/Yap;36000
设菲尔德;SZD;Europe/London;0
吉里亚;GUI;America/Caracas;-14400
科罗;KXF;Pacific/Fiji;43200
哥达巴鲁;KBR;Asia/Kuala_Lumpur;28800
切特温德;YCQ;America/Dawson_Creek;-25200
金皮;GYP;Australia/Brisbane;36000
库塔伊西;KUT;Asia/Tbilisi;14400
雅努阿里亚;JNA;America/Sao_Paulo;-10800
库雷萨雷;URE;Europe/Tallinn;7200
格伦因尼斯;GLI;Australia/Darwin;34200
复活节岛;IPC;Pacific/Easter;-21600
谢弗维尔;YKL;America/Montreal;-18000
曼布劳;MBO;Asia/Manila;28800
阿马纳布;AMU;Pacific/Port_Moresby;36000
圣罗莎;SRA;America/Sao_Paulo;-10800
Kimmirut;YLC;America/Iqaluit;-18000
克莱德;YCY;America/Edmonton;-25200
马盖特;MGH;Africa/Johannesburg;7200
伊格卢利克;YGT;America/Iqaluit;-18000
皮克尔;YPL;America/Regina;-21600
切斯特菲尔德因莱特;YCS;America/Rankin_Inlet;-21600
勒罗斯;RRS;Europe/Oslo;3600
大奴湖;GSL;America/Yellowknife;-25200
卡蒂奥拉;KTC;Africa/Abidjan;0
万纶;URT;Asia/Bangkok;25200
卡蒂;YOA;America/Yellowknife;-25200
莱迪史密斯;LAY;Africa/Johannesburg;7200
萨帕拉;APZ;America/Argentina/Salta;-10800
科勒尔港;YZS;America/Coral_Harbour;-18000
安提曼;AMC;Africa/Ndjamena;3600
凯里马;KMA;Pacific/Port_Moresby;36000
恩泽雷科雷;NZE;Africa/Conakry;0
汤普森;YTH;America/Winnipeg;-21600
亚历山德里亚;AXN;America/New_York;-18000
多芬;YDN;America/Winnipeg;-21600
厄尔顿;YXR;America/Toronto;-18000
伊万诺沃;IWA;Europe/Moscow;10800
北极村;ARC;America/Anchorage;-32400
阿尔皮纳;APN;America/Detroit;-18000
朗勃拉邦;LPQ;Asia/Vientiane;25200
南桑;NMS;Asia/Rangoon;23400
乌鲁阿潘;UPN;America/Mexico_City;-21600
库格卢克图克;YCO;America/Cambridge_Bay;-25200
塔布;TXU;Africa/Abidjan;0
杰拉尔顿;YGQ;America/Toronto;-18000
曼德拉;NDE;Africa/Nairobi;10800
阿斯旺;ASW;Africa/Cairo;7200
奥拉帕;ORP;Africa/Gaborone;7200
肯考迪娅;CCI;America/Cuiaba;-14400
卡拉奇;KHI;Asia/Karachi;18000
彼德斯堡;PTG;Africa/Johannesburg;7200
基洛夫;KVX;Europe/Kirov;10800
阿拉吉普;ARP;Pacific/Bougainville;39600
扬;NGA;Australia/Sydney;36000
洛杉矶;LAX;America/Los_Angeles;-28800
巴里萨尔;BZL;Asia/Dhaka;21600
和平港;PAX;America/Port-au-Prince;-18000
达拉斯;DFW;America/Chicago;-21600
卡劳阿里;CAF;America/Manaus;-14400
巴代;BXD;Asia/Pontianak;25200
波里;POR;Europe/Helsinki;7200
那霸;NAH;Asia/Makassar;28800
圣保罗;GRU;America/Sao_Paulo;-10800
朱古;DJA;Africa/Porto-Novo;3600
新西伯利亚;OVB;Asia/Novosibirsk;25200
碧差汶;PHY;Asia/Bangkok;25200
苏黎世;ZRH;Europe/Zurich;3600
蒙特利尔;MTR;America/Montreal;-18000
马格达莱纳河;MGD;America/La_Paz;-14400
库拉;CLH;Australia/Sydney;36000
法兰克福;FRA;Europe/Berlin;3600
马翁;MUB;Africa/Gaborone;7200
珀斯;PER;Australia/Perth;28800
门迪;NDM;Africa/Addis_Ababa;10800
斯德哥尔摩;ARN;Europe/Stockholm;3600
华雷斯城;CJZ;America/Ojinaga;-25200
多尔比;DBY;Australia/Darwin;34200
约克岛;OKR;Australia/Brisbane;36000
哥德堡;GOT;Europe/Stockholm;3600
尼库瑙;NIG;Pacific/Tarawa;43200
特拉维夫;TLV;Asia/Jerusalem;7200
芒加;MGP;Pacific/Port_Moresby;36000
芝加哥;ORD;America/Chicago;-21600
卡哈马卡;CJA;America/Lima;-18000
迪零;DRG;America/New_York;-18000
乔治亚州;AGS;America/New_York;-18000
蒙特雷;MTY;America/Monterrey;-21600
摩加迪沙;MGQ;Africa/Mogadishu;10800
阿格拉;AGR;Asia/Kolkata;19800
耶路撒冷;JRS;Asia/Jerusalem;7200
克利夫兰;BKL;America/New_York;-18000
丹佛;DEN;America/Denver;-25200
蒙巴萨岛;MBA;Africa/Nairobi;10800
艾哈迈达巴德;AMD;Asia/Kolkata;19800
纽伦堡;NUE;Europe/Berlin;3600
山打根;SDK;Asia/Kuching;28800
布兰太尔;BLZ;Africa/Blantyre;7200
阿达纳;ADA;Europe/Istanbul;7200
格林斯伯勒;GSO;America/New_York;-18000
苏福尔斯;FSD;America/Chicago;-21600
高松;TAK;Asia/Tokyo;32400
比隆;BLL;Europe/Copenhagen;3600
亚丁;SAH;Asia/Aden;10800
乌戎潘当;UPG;Asia/Makassar;28800
罗斯托夫;ROV;Europe/Moscow;10800
圣何塞;SJO;America/Costa_Rica;-21600
巴库;GYD;Asia/Baku;14400
塔那那利佛;TNR;Indian/Antananarivo;10800
哥伦布;OLU;America/New_York;-18000
哈科特港;PHC;Africa/Lagos;3600
杜塞尔多夫;DUS;Europe/Berlin;3600
伯利兹;BZE;America/Belize;-21600
卡托维兹;KTW;Europe/Warsaw;3600
班吉;BGF;Africa/Bangui;3600
马斯特里赫特;MST;Europe/Amsterdam;3600
金斯敦;YGK;America/Toronto;-18000
奥勒松;AES;Europe/Oslo;3600
不伦瑞克;BWE;Europe/Berlin;3600
第比利斯;TBS;Asia/Tbilisi;14400
白沙瓦;PEW;Asia/Karachi;18000
克拉斯诺亚尔斯克;KJA;Asia/Krasnoyarsk;25200
巴勒莫;PMO;Europe/Rome;3600
塔什干;TAS;Asia/Tashkent;18000
马略卡岛帕尔马;PMI;Europe/Madrid;3600
努库希瓦;NHV;Pacific/Marquesas;-34200
蓬塔卡纳;PUJ;America/Dominica;-14400
布里奇敦;BGI;America/Barbados;-14400
巴厘;BRI;Europe/Rome;3600
诗巫;SBW;Asia/Kuching;28800
梅里达;MID;America/Merida;-21600
奥什;OSS;Asia/Bishkek;21600
伊利莎白港;PLZ;Africa/Johannesburg;7200
帝力;DIL;Asia/Dili;32400
安戈谢;ANO;Africa/Maputo;7200
阿拉巴马;MSL;America/Chicago;-21600
阿德列尔;AER;Europe/Moscow;10800
格勒诺布尔;GNB;Europe/Paris;3600
特隆赫姆;TRD;Europe/Oslo;3600
甘巴;GAX;Africa/Libreville;3600
阿拉德;ARW;Europe/Bucharest;7200
伏尔加格勒;VOG;Europe/Volgograd;10800
代尼兹利;DNZ;Europe/Istanbul;7200
弗雷德里克顿;YFC;America/Moncton;-14400
加西姆;ELQ;Asia/Riyadh;10800
基戈马;TKQ;Africa/Dar_es_Salaam;10800
百慕大;BDA;Atlantic/Bermuda;-14400
巴基西梅托;BRM;America/Caracas;-14400
劳埃德明斯特;YLL;America/Edmonton;-25200
纳塔尔;NAT;America/Fortaleza;-10800
库亚巴;CGB;America/Cuiaba;-14400
雷焦卡拉布里亚;REG;Europe/Rome;3600
安塔利亚;AYT;Europe/Istanbul;7200
斋浦尔;JAI;Asia/Kolkata;19800
姆班达卡;MDK;Africa/Kinshasa;3600
萨尔布鲁根;SCN;Europe/Berlin;3600
奥尔巴尼;ABY;America/New_York;-18000
卢本巴希;FBM;Africa/Lubumbashi;7200
克尔曼沙汗;KSH;Asia/Tehran;12600
弗林特;FNT;America/Detroit;-18000
别尔哥罗德;EGO;Europe/Moscow;10800
格林贝;GRB;America/Chicago;-21600
卡利亚里;CAG;Europe/Rome;3600
布赖米;RMB;Asia/Muscat;14400
埃莫西约;HMO;America/Hermosillo;-25200
撒马尔罕;SKD;Asia/Samarkand;18000
萨利马;LMB;Africa/Blantyre;7200
古斯贝;YYR;America/Goose_Bay;-14400
康塞普西翁;CCP;America/Santiago;-14400
比格克里克;BIC;America/New_York;-18000
海德堡;HDB;Europe/Berlin;3600
因弗雷尔;IVR;Australia/Darwin;34200
阿尔汉格尔斯克;ARH;Europe/Moscow;10800
瓦勒多;YVO;America/Montreal;-18000
尤尔;RKU;Pacific/Port_Moresby;36000
里奇菲尔德;RIF;America/New_York;-18000
老越;LWY;Asia/Kuching;28800
与那国岛;OGN;Asia/Tokyo;32400
米卢斯;MLH;Europe/Paris;3600
胡利亚卡;JUL;America/Lima;-18000
法拉凡加纳;RVA;Indian/Antananarivo;10800
布基亚斯;BZC;America/Cuiaba;-14400
塞南加;SXG;Africa/Lusaka;7200
蒙特利瓦诺;MTB;America/Bogota;-18000
瓜马尔;GAA;America/Bogota;-18000
普罗夫迪夫;PDV;Europe/Sofia;7200
巴桑库苏;BSU;Africa/Brazzaville;3600
普林斯顿;PCT;America/New_York;-18000
霍尔海滩;YUX;America/Iqaluit;-18000
金杜;KND;Africa/Brazzaville;3600
内尔斯普雷特;MQP;Africa/Johannesburg;7200
奥马哈;OMA;America/Chicago;-21600
若阿萨巴;JCB;America/Sao_Paulo;-10800
马拉迪;MFQ;Africa/Niamey;3600
马里博尔;MBX;Europe/Ljubljana;3600
直布罗陀;GIB;Europe/Gibraltar;3600
南邦;LPT;Asia/Bangkok;25200
塔里哈;TJA;America/La_Paz;-14400
比斯利格;BPH;Asia/Manila;28800
瓜纳雷;GUQ;America/Caracas;-14400
布卢梅瑙;BNU;America/Sao_Paulo;-10800
利亚德堡;YJF;America/Yellowknife;-25200
扎黑丹;ZAH;Asia/Tehran;12600
阿瓜斯卡连特斯;AGU;America/Mexico_City;-21600
热那亚;GOA;Europe/Rome;3600
古达;KUD;Asia/Kuching;28800
米切尔;MTQ;Australia/Perth;28800
乔治城;GTT;Australia/Brisbane;36000
达兰;DHA;Asia/Riyadh;10800
莱克查尔斯;LCH;America/Chicago;-21600
波尔塔瓦;PLV;Europe/Kiev;7200
奥尔堡;AAL;Europe/Copenhagen;3600
萨凡纳;SAV;America/New_York;-18000
南萨哈林斯克;UUS;Asia/Sakhalin;39600
维拉港;VLI;Pacific/Efate;39600
马斯喀特;MCT;Asia/Muscat;14400
巴塞罗那;BCN;Europe/Madrid;3600
圣彼得堡;LED;Europe/Moscow;10800
科奎特兰港;PTC;America/Los_Angeles;-28800
米林金比;MGT;Australia/Darwin;34200
马拉博;SSG;Africa/Malabo;3600
基加利;KGL;Africa/Kigali;7200
金浦;GMP;Asia/Seoul;32400
乌斯怀亚;USH;America/Argentina/Ushuaia;-10800
代托纳比奇;DAB;America/New_York;-18000
杜布罗夫尼克;DBV;Europe/Zagreb;3600
米尔迪拉;MQL;Australia/Melbourne;36000
塞班;SPN;America/Sao_Paulo;-10800
和平河;YPE;America/Edmonton;-25200
普图阿里格里;POA;America/Sao_Paulo;-10800
戴尔达瓦;DIR;Africa/Addis_Ababa;10800
迈杜古里;MIU;Africa/Lagos;3600
海于格松;HAU;Europe/Oslo;3600
马德里;MAD;Europe/Madrid;3600
河内;HAN;Asia/Ho_Chi_Minh;25200
海地角;CAP;America/Port-au-Prince;-18000
吉塞尼;GYI;Africa/Kigali;7200
大阪(大阪国际机场);OSA;Asia/Tokyo;32400
费拉德尔费亚;FLM;America/Asuncion;-14400
科罗尔;ROR;Pacific/Palau;32400
布塔雷;BTQ;Africa/Kigali;7200
当加希;DHI;Asia/Kathmandu;20700
清来;CEI;Asia/Bangkok;25200
坦帕;TPA;America/New_York;-18000
巴黎;CDG;Europe/Paris;3600
达兰扎达嗄德;DLZ;Asia/Ulaanbaatar;28800
萨图·马雷;SUJ;Europe/Bucharest;7200
阿斯图里亚斯;OVD;Europe/Madrid;3600
科罗萨尔;CZU;America/Bogota;-18000
马纳萨斯;MNZ;America/New_York;-18000
坎吉克斯瓦尔;XGR;America/Montreal;-18000
梅迪辛哈特;YXH;America/Edmonton;-25200
利摩日;LIG;Europe/Paris;3600
阿纳科;AAO;America/Caracas;-14400
与路岛;RNJ;Asia/Tokyo;32400
多伦多;YTO;America/Toronto;-18000
萨尔岛;SID;Atlantic/Cape_Verde;-3600
艾伯特王子城;YPA;America/Regina;-21600
蒙特港;PMC;America/Santiago;-14400
林肯;LNK;America/Chicago;-21600
阿尔梅纳拉;AMJ;America/Sao_Paulo;-10800
莫斯科(莫斯科贝科沃机场);BKA;Europe/Moscow;10800
巴瑟斯特;BHS;Australia/Sydney;36000
马亨德拉那加;XMG;Asia/Kathmandu;20700
雷德蒙德;RDM;America/Los_Angeles;-28800
阜阳;FUG;Asia/Shanghai;28800
达州;DAX;Asia/Chongqing;28800
保山;BSD;Asia/Chongqing;28800
安顺;AVA;Asia/Chongqing;28800
大连;DLC;Asia/Shanghai;28800
东营;DOY;Asia/Shanghai;28800
北海;BHY;Asia/Chongqing;28800
南阳;NNY;Asia/Shanghai;28800
洛阳;LYA;Asia/Shanghai;28800
马鞍山;AOG;Asia/Shanghai;28800
安庆;AQG;Asia/Shanghai;28800
三明;SQJ;Asia/Shanghai;28800
包头;BAV;Asia/Chongqing;28800
秦皇岛;BPE;Asia/Shanghai;28800
福州;FOC;Asia/Shanghai;28800
长春;CGQ;Asia/Harbin;28800
绵阳;MIG;Asia/Chongqing;28800
大理;DLU;Asia/Chongqing;28800
常州;CZX;Asia/Shanghai;28800
赤峰;CIF;Asia/Shanghai;28800
佛山;FUO;Asia/Shanghai;28800
广元;GYS;Asia/Chongqing;28800
大庆;DQA;Asia/Harbin;28800
赣州;KOW;Asia/Shanghai;28800
毕节;BFJ;Asia/Chongqing;28800
鞍山;AOG;Asia/Shanghai;28800
南昌;KHN;Asia/Shanghai;28800
三亚;SYX;Asia/Chongqing;28800
吕梁;LLV;Asia/Shanghai;28800
攀枝花;PZI;Asia/Chongqing;28800
衢州;JUZ;Asia/Shanghai;28800
日喀则;RKZ;Asia/Urumqi;21600
十堰;WDS;Asia/Shanghai;28800
黑河;HEK;Asia/Harbin;28800
西宁;XNN;Asia/Chongqing;28800
日照;RIZ;Asia/Shanghai;28800
和田;HTN;Asia/Kashgar;21600
衡阳;HNY;Asia/Shanghai;28800
淮安;HIA;Asia/Shanghai;28800
徐州;XUZ;Asia/Shanghai;28800
无锡;WUX;Asia/Shanghai;28800
石家庄;SJW;Asia/Shanghai;28800
揭阳;SWA;Asia/Shanghai;28800
鸡西;JXA;Asia/Harbin;28800
临沂;LYI;Asia/Shanghai;28800
哈密;HMI;Asia/Urumqi;21600
临沧;LNJ;Asia/Chongqing;28800
吐鲁番;TLQ;Asia/Urumqi;21600
唐山;TVS;Asia/Shanghai;28800
玉树;YUS;Asia/Urumqi;21600
固原;GYU;Asia/Chongqing;28800
青岛;TAO;Asia/Shanghai;28800
梧州;WUZ;Asia/Chongqing;28800
林芝;LZY;Asia/Urumqi;21600
南京;NKG;Asia/Shanghai;28800
黄山;TXN;Asia/Shanghai;28800
威海;WEH;Asia/Shanghai;28800
沈阳;SHE;Asia/Shanghai;28800
惠州;HUZ;Asia/Shanghai;28800
乌鲁木齐;URC;Asia/Urumqi;21600
重庆;CKG;Asia/Chongqing;28800
九江;JIU;Asia/Shanghai;28800
佳木斯;JMU;Asia/Harbin;28800
嘉峪关;JGN;Asia/Chongqing;28800
六盘水;LPF;Asia/Chongqing;28800
庆阳;IQN;Asia/Chongqing;28800
河池;HCJ;Asia/Chongqing;28800
丽江;LJG;Asia/Chongqing;28800
乌海;WUA;Asia/Chongqing;28800
西安;SIA;Asia/Chongqing;28800
通化;TNH;Asia/Harbin;28800
南通;NTG;Asia/Shanghai;28800
景德镇;JDZ;Asia/Shanghai;28800
忻州;WUT;Asia/Shanghai;28800
锦州;JNZ;Asia/Shanghai;28800
烟台;YNT;Asia/Shanghai;28800
中山;ZGN;Asia/Shanghai;28800
阿克苏;AKU;Asia/Kashgar;21600
南充;NAO;Asia/Chongqing;28800
张家口;ZQZ;Asia/Shanghai;28800
澳门;MFM;Asia/Macau;28800
北京;BJS;Asia/Shanghai;28800
天津;TSN;Asia/Shanghai;28800
延安;ENY;Asia/Chongqing;28800
珠海;ZUH;Asia/Shanghai;28800
上海;SHA;Asia/Shanghai;28800
榆林;UYN;Asia/Chongqing;28800
常德;CGD;Asia/Shanghai;28800
牡丹江;MDG;Asia/Harbin;28800
安康;AKA;Asia/Chongqing;28800
鄂尔多斯;DSN;Asia/Chongqing;28800
文山;WNH;Asia/Chongqing;28800
南宁;NNG;Asia/Chongqing;28800
宜昌;YIH;Asia/Shanghai;28800
济南;TNA;Asia/Shanghai;28800
湛江;ZHA;Asia/Urumqi;21600
盐城;YNZ;Asia/Shanghai;28800
宜春;YIC;Asia/Shanghai;28800
宜宾;YBP;Asia/Chongqing;28800
香港;HKG;Asia/Hong_Kong;28800
阿里;NGQ;Asia/Kashgar;21600
恩施;ENH;Asia/Shanghai;28800
广州;CAN;Asia/Shanghai;28800
太原;TYN;Asia/Shanghai;28800
大同;DAT;Asia/Shanghai;28800
伊春;LDS;Asia/Harbin;28800
宁波;NGB;Asia/Shanghai;28800
金昌;JIC;Asia/Chongqing;28800
连云港;LYG;Asia/Shanghai;28800
泸州;LZO;Asia/Chongqing;28800
中卫;ZHY;Asia/Chongqing;28800
哈尔滨;HRB;Asia/Harbin;28800
巴彦淖尔;RLK;Asia/Chongqing;28800
喀什;KHG;Asia/Kashgar;21600
临汾;LFQ;Asia/Shanghai;28800
普洱;SYM;Asia/Chongqing;28800
张家界;DYG;Asia/Shanghai;28800
长沙;CSX;Asia/Shanghai;28800
深圳;SZX;Asia/Shanghai;28800
杭州;HGH;Asia/Shanghai;28800
通辽;TGO;Asia/Shanghai;28800
襄樊;XFN;Asia/Shanghai;28800
巴格达;BGW;Asia/Baghdad;10800
卡萨布兰卡;CMN;Africa/Casablanca;0
拉巴特;RBA;Africa/Casablanca;0
利兹;LBA;Europe/London;0
函馆;HKD;Asia/Tokyo;32400
布拉戈维申斯克;BQS;Asia/Yakutsk;32400
尼亚美;NIM;Africa/Niamey;3600
恩塞纳达;ESE;America/Tijuana;-28800
恩特普赖斯;ETS;America/Los_Angeles;-28800
喀布尔;KBL;Asia/Kabul;16200
伯克;BRK;Australia/Sydney;36000
Tasiujaq;YTQ;America/Montreal;-18000
东京;TYO;Asia/Tokyo;32400
提米蒙;TMX;Africa/Algiers;3600
梅利利亚;MLN;Africa/Ceuta;3600
纳闽岛;LBU;Asia/Kuching;28800
亚喀巴;AQJ;Asia/Amman;7200
克里斯蒂安桑;KRS;Europe/Oslo;3600
西雅图波音公司基地;BFJ;Pacific/Fiji;43200
内罗比;NBO;Africa/Nairobi;10800
清州;CJJ;Asia/Seoul;32400
巴拉那瓜;PNG;America/Sao_Paulo;-10800
亚的斯亚贝巴;ADD;Africa/Addis_Ababa;10800
阿德莱德;ADL;Australia/Adelaide;34200
阿斯科纳;ACO;Europe/Zurich;3600
克拉科夫;KRK;Europe/Warsaw;3600
里加;RIX;Europe/Riga;7200
贝鲁特;BEY;Asia/Beirut;7200
什里夫波特;SHV;America/Chicago;-21600
Tucson;TUS;America/Phoenix;-25200
巴甫洛达尔;PWQ;Asia/Almaty;21600
卡门城;CME;America/Merida;-21600
朱巴;JUB;Africa/Khartoum;10800
科夫斯港;CFS;Australia/Sydney;36000
马那瓜;MGA;America/Managua;-21600
阿森松岛;ASC;America/La_Paz;-14400
布法罗;BUF;America/New_York;-18000
马拉凯;MYC;America/Caracas;-14400
岘港;DAD;Asia/Ho_Chi_Minh;25200
卢布尔雅那;LJU;Europe/Ljubljana;3600
贝洛奥里藏特;CNF;America/Sao_Paulo;-10800
圣克鲁斯;STU;America/Belize;-21600
萨拉热窝;SJJ;Europe/Sarajevo;3600
莫斯科;SVO;Europe/Moscow;10800
塔马利;TML;Africa/Accra;0
卡亚;XKY;Africa/Ouagadougou;0
柔佛州;JHB;Asia/Kuala_Lumpur;28800
哥本哈根;CPH;Europe/Copenhagen;3600
维兰库卢什;VNX;Africa/Maputo;7200
班努;BNP;Asia/Karachi;18000
新泻;KIJ;Asia/Tokyo;32400
丹格里加;DGA;America/Belize;-21600
塔拉腊;TAI;America/Lima;-18000
